Date,el_spot_price,ef_om,gas_price,co2_price,heat
2019-04-14 08:00:00,39.76,430.634,16.354,25.51,213.47
2019-04-14 09:00:00,37.1,389.893,16.354,25.51,197.81
2019-04-14 10:00:00,36.4,358.316,16.354,25.51,178.79
2019-04-14 11:00:00,34.89,336.296,16.354,25.51,179.38
2019-04-14 12:00:00,33.87,327.333,16.354,25.51,189.54
2019-04-14 13:00:00,29.75,318.189,16.354,25.51,190.08
2019-04-14 14:00:00,28.97,328.403,16.354,25.51,181.42
2019-04-14 15:00:00,31.26,371.237,16.354,25.51,180.57
2019-04-14 16:00:00,35.04,409.293,16.354,25.51,171.58
2019-04-14 17:00:00,41.87,440.898,16.354,25.51,173.91
2019-04-14 18:00:00,44.7,454.68,16.354,25.51,191.13
2019-04-14 19:00:00,46.74,451.564,16.354,25.51,190.05
2019-04-14 20:00:00,43.28,455.693,16.354,25.51,176.91
2019-04-14 21:00:00,38.59,454.132,16.354,25.51,162.88
2019-04-14 22:00:00,38.11,460.942,16.354,25.51,156.4
2019-04-14 23:00:00,35.58,468.769,16.354,25.51,162.02
2019-04-15 00:00:00,37.11,474.228,16.354,25.51,170.47
2019-04-15 01:00:00,37.17,477.527,16.354,25.51,179.29
2019-04-15 02:00:00,38.9,477.003,16.354,25.51,181.5
2019-04-15 03:00:00,37.99,483.67,16.354,25.51,205.44
2019-04-15 04:00:00,42.6,486.505,16.354,25.51,208.5
2019-04-15 05:00:00,50.23,478.736,16.354,25.51,209.66
2019-04-15 06:00:00,58.76,456.524,16.354,25.51,198.76
2019-04-15 07:00:00,60.33,430.43,16.354,25.51,177.74
2019-04-15 08:00:00,47.29,397.993,16.354,25.51,168.72
2019-04-15 09:00:00,43.02,363.861,16.354,25.51,155.04
2019-04-15 10:00:00,40.24,335.792,16.354,25.51,160.94
2019-04-15 11:00:00,32.05,297.42,16.354,25.51,161.2
2019-04-15 12:00:00,30.43,266.979,16.354,25.51,156.56
2019-04-15 13:00:00,32.04,258.857,16.354,25.51,149.94
2019-04-15 14:00:00,35.67,275.731,16.354,25.51,149.65
2019-04-15 15:00:00,35.58,312.622,16.354,25.51,147.96
2019-04-15 16:00:00,40.96,357.863,16.354,25.51,144.91
2019-04-15 17:00:00,47.01,396.761,16.354,25.51,154.75
2019-04-15 18:00:00,49.27,417.534,16.354,25.51,172.26
2019-04-15 19:00:00,48.56,413.905,16.354,25.51,172.96
2019-04-15 20:00:00,45.7,399.802,16.354,25.51,155.0
2019-04-15 21:00:00,42.43,389.177,16.354,25.51,165.03
2019-04-15 22:00:00,34.97,378.074,16.354,25.51,154.17
2019-04-15 23:00:00,37.16,355.605,16.354,25.51,149.81
2019-04-16 00:00:00,35.85,357.92,16.354,25.51,154.01
2019-04-16 01:00:00,36.66,364.83,16.354,25.51,157.84
2019-04-16 02:00:00,36.03,380.668,16.354,25.51,175.18
2019-04-16 03:00:00,35.06,402.18,16.354,25.51,200.33
2019-04-16 04:00:00,37.42,418.481,16.354,25.51,197.31
2019-04-16 05:00:00,46.22,421.779,16.354,25.51,185.85
2019-04-16 06:00:00,52.06,405.511,16.354,25.51,186.27
2019-04-16 07:00:00,52.21,386.336,16.354,25.51,184.84
2019-04-16 08:00:00,46.62,368.13,16.354,25.51,161.87
2019-04-16 09:00:00,40.72,335.044,16.354,25.51,147.37
2019-04-16 10:00:00,35.7,297.396,16.354,25.51,143.73
2019-04-16 11:00:00,35.15,267.621,16.354,25.51,142.67
2019-04-16 12:00:00,32.95,252.406,16.354,25.51,137.79
2019-04-16 13:00:00,34.52,261.614,16.354,25.51,141.5
2019-04-16 14:00:00,37.02,297.722,16.354,25.51,144.55
2019-04-16 15:00:00,39.28,337.041,16.354,25.51,143.85
2019-04-16 16:00:00,44.5,377.949,16.354,25.51,146.74
2019-04-16 17:00:00,49.74,404.298,16.354,25.51,159.38
2019-04-16 18:00:00,52.95,414.975,16.354,25.51,174.72
2019-04-16 19:00:00,50.32,406.48,16.354,25.51,162.31
2019-04-16 20:00:00,47.94,399.411,16.354,25.51,151.02
2019-04-16 21:00:00,43.9,397.83,16.354,25.51,151.25
2019-04-16 22:00:00,38.8,387.156,16.354,25.51,139.72
2019-04-16 23:00:00,33.5,385.676,16.354,25.51,137.7
2019-04-17 00:00:00,32.99,389.093,16.354,25.51,139.07
2019-04-17 01:00:00,35.02,401.794,16.354,25.51,142.3
2019-04-17 02:00:00,35.02,412.524,16.354,25.51,158.08
2019-04-17 03:00:00,35.36,424.046,16.354,25.51,186.31
2019-04-17 04:00:00,37.94,436.448,16.354,25.51,165.48
2019-04-17 05:00:00,46.82,436.782,16.354,25.51,162.24
2019-04-17 06:00:00,50.43,425.948,16.354,25.51,162.08
2019-04-17 07:00:00,52.23,411.485,16.354,25.51,153.6
2019-04-17 08:00:00,50.4,400.255,16.354,25.51,131.97
2019-04-17 09:00:00,48.01,374.698,16.354,25.51,119.92
2019-04-17 10:00:00,39.72,332.524,16.354,25.51,108.72
2019-04-17 11:00:00,35.66,289.158,16.354,25.51,119.58
2019-04-17 12:00:00,34.09,281.31,16.354,25.51,128.09
2019-04-17 13:00:00,36.12,285.599,16.354,25.51,122.41
2019-04-17 14:00:00,35.05,300.545,16.354,25.51,115.86
2019-04-17 15:00:00,35.49,328.331,16.354,25.51,116.47
2019-04-17 16:00:00,38.73,372.414,16.354,25.51,120.18
2019-04-17 17:00:00,46.09,414.82,16.354,25.51,128.01
2019-04-17 18:00:00,49.49,437.475,16.354,25.51,136.62
2019-04-17 19:00:00,48.09,423.438,16.354,25.51,137.81
2019-04-17 20:00:00,44.83,401.398,16.354,25.51,106.34
2019-04-17 21:00:00,41.03,388.848,16.354,25.51,124.98
2019-04-17 22:00:00,37.29,382.328,16.354,25.51,138.51
2019-04-17 23:00:00,37.93,379.144,16.354,25.51,143.65
2019-04-18 00:00:00,37.3,373.348,16.354,25.51,139.7
2019-04-18 01:00:00,37.24,369.065,16.354,25.51,137.89
2019-04-18 02:00:00,35.02,369.497,16.354,25.51,139.79
2019-04-18 03:00:00,35.06,380.482,16.354,25.51,145.84
2019-04-18 04:00:00,38.07,410.48,16.354,25.51,160.13
2019-04-18 05:00:00,47.82,417.911,16.354,25.51,162.58
2019-04-18 06:00:00,51.95,404.894,16.354,25.51,154.35
2019-04-18 07:00:00,55.31,382.489,16.354,25.51,138.73
2019-04-18 08:00:00,49.93,357.26,16.354,25.51,115.74
2019-04-18 09:00:00,44.57,318.68,16.354,25.51,102.1
2019-04-18 10:00:00,40.39,276.472,16.354,25.51,95.19
2019-04-18 11:00:00,37.71,237.085,16.354,25.51,99.11
2019-04-18 12:00:00,30.13,205.873,16.354,25.51,105.15
2019-04-18 13:00:00,27.12,198.23,16.354,25.51,106.79
2019-04-18 14:00:00,30.14,204.465,16.354,25.51,104.18
2019-04-18 15:00:00,34.14,218.573,16.354,25.51,102.41
2019-04-18 16:00:00,39.4,281.872,16.354,25.51,105.95
2019-04-18 17:00:00,45.09,319.083,16.354,25.51,111.3
2019-04-18 18:00:00,49.31,339.567,16.354,25.51,126.47
2019-04-18 19:00:00,48.19,343.211,16.354,25.51,128.06
2019-04-18 20:00:00,44.23,335.712,16.354,25.51,120.22
2019-04-18 21:00:00,43.19,329.536,16.354,25.51,114.55
2019-04-18 22:00:00,40.96,313.995,16.354,25.51,114.25
2019-04-18 23:00:00,35.89,296.905,16.354,25.51,114.9
2019-04-19 00:00:00,32.54,291.747,16.354,25.51,114.74
2019-04-19 01:00:00,31.71,304.773,16.354,25.51,114.48
2019-04-19 02:00:00,30.87,318.482,16.354,25.51,115.56
2019-04-19 03:00:00,32.07,335.248,16.354,25.51,122.78
2019-04-19 04:00:00,33.99,344.578,16.354,25.51,151.45
2019-04-19 05:00:00,37.91,355.532,16.354,25.51,156.19
2019-04-19 06:00:00,40.5,345.033,16.354,25.51,131.51
2019-04-19 07:00:00,43.83,337.808,16.354,25.51,117.61
2019-04-19 08:00:00,42.68,312.466,16.354,25.51,111.07
2019-04-19 09:00:00,37.96,267.661,16.354,25.51,88.28
2019-04-19 10:00:00,34.32,232.867,16.354,25.51,90.79
2019-04-19 11:00:00,25.47,207.04,16.354,25.51,101.63
2019-04-19 12:00:00,5.36,194.434,16.354,25.51,106.89
2019-04-19 13:00:00,5.02,196.289,16.354,25.51,110.32
2019-04-19 14:00:00,20.85,206.698,16.354,25.51,103.89
2019-04-19 15:00:00,27.48,231.753,16.354,25.51,95.38
2019-04-19 16:00:00,35.3,283.966,16.354,25.51,88.86
2019-04-19 17:00:00,41.94,348.318,16.354,25.51,91.77
2019-04-19 18:00:00,43.68,378.475,16.354,25.51,103.69
2019-04-19 19:00:00,43.2,372.714,16.354,25.51,105.91
2019-04-19 20:00:00,44.09,362.882,16.354,25.51,111.82
2019-04-19 21:00:00,43.88,361.15,16.354,25.51,111.57
2019-04-19 22:00:00,41.62,371.882,16.354,25.51,111.72
2019-04-19 23:00:00,33.87,368.881,16.354,25.51,111.32
2019-04-20 00:00:00,31.57,360.828,16.354,25.51,111.61
2019-04-20 01:00:00,30.0,366.514,16.354,25.51,110.96
2019-04-20 02:00:00,30.02,386.224,16.354,25.51,113.94
2019-04-20 03:00:00,31.5,404.191,16.354,25.51,129.92
2019-04-20 04:00:00,34.87,417.657,16.354,25.51,146.76
2019-04-20 05:00:00,38.15,428.994,16.354,25.51,155.04
2019-04-20 06:00:00,38.6,404.855,16.354,25.51,134.38
2019-04-20 07:00:00,37.34,366.601,16.354,25.51,116.86
2019-04-20 08:00:00,37.7,319.309,16.354,25.51,105.56
2019-04-20 09:00:00,31.03,271.85,16.354,25.51,81.35
2019-04-20 10:00:00,28.38,237.808,16.354,25.51,78.54
2019-04-20 11:00:00,26.91,217.655,16.354,25.51,83.18
2019-04-20 12:00:00,22.8,211.996,16.354,25.51,84.84
2019-04-20 13:00:00,21.03,217.482,16.354,25.51,84.28
2019-04-20 14:00:00,24.94,230.597,16.354,25.51,85.96
2019-04-20 15:00:00,27.94,264.899,16.354,25.51,86.14
2019-04-20 16:00:00,38.03,332.258,16.354,25.51,86.71
2019-04-20 17:00:00,44.91,382.28,16.354,25.51,101.09
2019-04-20 18:00:00,46.92,405.607,16.354,25.51,103.93
2019-04-20 19:00:00,44.61,413.663,16.354,25.51,103.27
2019-04-20 20:00:00,43.41,394.039,16.354,25.51,102.77
2019-04-20 21:00:00,42.5,387.476,16.354,25.51,102.19
2019-04-20 22:00:00,41.37,386.397,16.354,25.51,102.29
2019-04-20 23:00:00,36.95,380.537,16.354,25.51,102.48
2019-04-21 00:00:00,34.02,385.555,16.354,25.51,102.61
2019-04-21 01:00:00,31.29,400.787,16.354,25.51,107.61
2019-04-21 02:00:00,31.32,422.63,16.354,25.51,118.46
2019-04-21 03:00:00,33.22,446.878,16.354,25.51,131.97
2019-04-21 04:00:00,33.1,458.488,16.354,25.51,135.89
2019-04-21 05:00:00,34.28,447.444,16.354,25.51,129.72
2019-04-21 06:00:00,34.02,412.834,16.354,25.51,105.78
2019-04-21 07:00:00,34.0,357.969,16.354,25.51,104.12
2019-04-21 08:00:00,32.23,311.445,16.354,25.51,97.86
2019-04-21 09:00:00,29.1,265.173,16.354,25.51,88.9
2019-04-21 10:00:00,29.05,234.957,16.354,25.51,78.41
2019-04-21 11:00:00,27.47,216.506,16.354,25.51,77.36
2019-04-21 12:00:00,10.0,209.059,16.354,25.51,78.24
2019-04-21 13:00:00,6.27,215.249,16.354,25.51,78.03
2019-04-21 14:00:00,9.7,229.966,16.354,25.51,77.06
2019-04-21 15:00:00,22.4,255.033,16.354,25.51,78.84
2019-04-21 16:00:00,31.88,318.922,16.354,25.51,80.6
2019-04-21 17:00:00,41.85,398.252,16.354,25.51,92.0
2019-04-21 18:00:00,46.23,425.995,16.354,25.51,95.03
2019-04-21 19:00:00,46.08,409.114,16.354,25.51,94.55
2019-04-21 20:00:00,44.16,380.054,16.354,25.51,94.18
2019-04-21 21:00:00,41.38,351.707,16.354,25.51,93.91
2019-04-21 22:00:00,38.34,321.013,16.354,25.51,94.15
2019-04-21 23:00:00,27.79,295.056,16.354,25.51,94.04
2019-04-22 00:00:00,19.18,283.768,16.354,25.51,98.96
2019-04-22 01:00:00,13.0,285.691,16.354,25.51,102.91
2019-04-22 02:00:00,10.01,283.554,16.354,25.51,104.62
2019-04-22 03:00:00,5.51,279.381,16.354,25.51,117.12
2019-04-22 04:00:00,14.82,276.684,16.354,25.51,126.89
2019-04-22 05:00:00,5.14,268.346,16.354,25.51,124.43
2019-04-22 06:00:00,3.46,249.914,16.354,25.51,105.34
2019-04-22 07:00:00,16.93,229.303,16.354,25.51,88.76
2019-04-22 08:00:00,6.45,208.682,16.354,25.51,81.77
2019-04-22 09:00:00,-5.26,183.657,16.354,25.51,79.82
2019-04-22 10:00:00,-54.91,159.37,16.354,25.51,80.13
2019-04-22 11:00:00,-62.08,154.244,16.354,25.51,82.47
2019-04-22 12:00:00,-77.31,154.295,16.354,25.51,83.87
2019-04-22 13:00:00,-83.01,157.668,16.354,25.51,86.37
2019-04-22 14:00:00,-79.97,155.652,16.354,25.51,89.58
2019-04-22 15:00:00,-68.75,162.807,16.354,25.51,93.47
2019-04-22 16:00:00,-43.07,169.692,16.354,25.51,94.07
2019-04-22 17:00:00,-0.39,186.479,16.354,25.51,94.33
2019-04-22 18:00:00,15.06,198.875,16.354,25.51,94.54
2019-04-22 19:00:00,17.03,191.546,16.354,25.51,95.52
2019-04-22 20:00:00,2.98,184.224,16.354,25.51,94.2
2019-04-22 21:00:00,0.03,182.461,16.354,25.51,94.41
2019-04-22 22:00:00,-18.85,192.473,16.354,25.51,95.72
2019-04-22 23:00:00,-1.72,202.782,16.354,25.51,95.98
2019-04-23 00:00:00,-6.95,204.313,16.354,25.51,95.83
2019-04-23 01:00:00,-9.64,205.823,16.354,25.51,95.46
2019-04-23 02:00:00,-11.03,206.848,16.354,25.51,99.72
2019-04-23 03:00:00,-9.56,208.222,16.354,25.51,120.04
2019-04-23 04:00:00,6.84,192.25,16.354,25.51,130.71
2019-04-23 05:00:00,29.45,186.913,16.354,25.51,124.34
2019-04-23 06:00:00,38.82,181.117,16.354,25.51,109.41
2019-04-23 07:00:00,38.53,168.638,16.354,25.51,93.15
2019-04-23 08:00:00,27.91,155.432,16.354,25.51,89.25
2019-04-23 09:00:00,16.47,149.422,16.354,25.51,88.82
2019-04-23 10:00:00,0.03,147.253,16.354,25.51,89.84
2019-04-23 11:00:00,-9.98,155.503,16.354,25.51,91.28
2019-04-23 12:00:00,-9.97,165.286,16.354,25.51,90.32
2019-04-23 13:00:00,-4.49,168.829,16.354,25.51,88.74
2019-04-23 14:00:00,0.13,180.707,16.354,25.51,86.27
2019-04-23 15:00:00,13.08,193.255,16.354,25.51,85.52
2019-04-23 16:00:00,31.56,210.289,16.354,25.51,87.22
2019-04-23 17:00:00,38.58,230.754,16.354,25.51,87.68
2019-04-23 18:00:00,41.11,246.404,16.354,25.51,87.72
2019-04-23 19:00:00,40.68,253.388,16.354,25.51,94.28
2019-04-23 20:00:00,36.37,252.773,16.354,25.51,97.66
2019-04-23 21:00:00,30.09,253.634,16.354,25.51,96.09
2019-04-23 22:00:00,27.72,247.852,16.354,25.51,95.47
2019-04-23 23:00:00,24.97,241.458,16.354,25.51,89.44
2019-04-24 00:00:00,24.57,244.147,16.354,25.51,89.89
2019-04-24 01:00:00,22.07,246.74,16.354,25.51,89.32
2019-04-24 02:00:00,17.95,254.703,16.354,25.51,90.3
2019-04-24 03:00:00,25.01,277.665,16.354,25.51,91.36
2019-04-24 04:00:00,27.53,296.574,16.354,25.51,111.27
2019-04-24 05:00:00,40.1,299.384,16.354,25.51,115.42
2019-04-24 06:00:00,43.18,293.8,16.354,25.51,113.63
2019-04-24 07:00:00,43.85,280.792,16.354,25.51,113.33
2019-04-24 08:00:00,41.97,257.07,16.354,25.51,92.24
2019-04-24 09:00:00,38.85,238.136,16.354,25.51,86.08
2019-04-24 10:00:00,34.43,224.055,16.354,25.51,87.53
2019-04-24 11:00:00,29.99,217.014,16.354,25.51,87.09
2019-04-24 12:00:00,32.52,210.653,16.354,25.51,78.3
2019-04-24 13:00:00,31.6,209.527,16.354,25.51,75.38
2019-04-24 14:00:00,31.18,224.059,16.354,25.51,75.2
2019-04-24 15:00:00,34.02,246.749,16.354,25.51,76.38
2019-04-24 16:00:00,40.98,273.841,16.354,25.51,79.51
2019-04-24 17:00:00,46.15,287.382,16.354,25.51,85.19
2019-04-24 18:00:00,46.03,297.592,16.354,25.51,91.49
2019-04-24 19:00:00,44.36,291.951,16.354,25.51,91.0
2019-04-24 20:00:00,42.42,287.318,16.354,25.51,90.55
2019-04-24 21:00:00,38.1,286.16,16.354,25.51,90.42
2019-04-24 22:00:00,31.0,275.754,16.354,25.51,87.88
2019-04-24 23:00:00,28.12,260.936,16.354,25.51,87.3
2019-04-25 00:00:00,26.1,263.924,16.354,25.51,87.24
2019-04-25 01:00:00,27.22,309.763,16.354,25.51,87.0
2019-04-25 02:00:00,28.65,361.414,16.354,25.51,87.44
2019-04-25 03:00:00,31.3,381.397,16.354,25.51,88.5
2019-04-25 04:00:00,37.89,376.887,16.354,25.51,102.64
2019-04-25 05:00:00,44.13,372.95,16.354,25.51,105.68
2019-04-25 06:00:00,50.82,351.97,16.354,25.51,103.55
2019-04-25 07:00:00,48.21,329.711,16.354,25.51,92.45
2019-04-25 08:00:00,44.41,305.328,16.354,25.51,82.18
2019-04-25 09:00:00,41.26,285.881,16.354,25.51,73.24
2019-04-25 10:00:00,37.65,272.828,16.354,25.51,72.29
2019-04-25 11:00:00,35.22,256.166,16.354,25.51,71.13
2019-04-25 12:00:00,32.0,249.138,16.354,25.51,52.76
2019-04-25 13:00:00,30.51,252.44,16.354,25.51,52.9
2019-04-25 14:00:00,31.36,264.472,16.354,25.51,57.43
2019-04-25 15:00:00,34.77,293.413,16.354,25.51,63.29
2019-04-25 16:00:00,41.21,326.254,16.354,25.51,77.19
2019-04-25 17:00:00,46.22,354.21,16.354,25.51,78.05
2019-04-25 18:00:00,57.49,375.103,16.354,25.51,81.26
2019-04-25 19:00:00,59.9,377.141,16.354,25.51,84.57
2019-04-25 20:00:00,47.78,366.787,16.354,25.51,82.64
2019-04-25 21:00:00,42.21,355.654,16.354,25.51,79.77
2019-04-25 22:00:00,39.04,356.634,16.354,25.51,70.84
2019-04-25 23:00:00,37.0,354.948,16.354,25.51,70.28
2019-04-26 00:00:00,35.0,364.634,16.354,25.51,71.5
2019-04-26 01:00:00,33.53,385.108,16.354,25.51,69.71
2019-04-26 02:00:00,34.88,406.623,16.354,25.51,72.48
2019-04-26 03:00:00,36.48,421.286,16.354,25.51,78.22
2019-04-26 04:00:00,39.52,422.681,16.354,25.51,85.98
2019-04-26 05:00:00,45.48,426.969,16.354,25.51,91.55
2019-04-26 06:00:00,53.6,411.631,16.354,25.51,93.35
2019-04-26 07:00:00,56.38,387.005,16.354,25.51,88.57
2019-04-26 08:00:00,52.94,362.877,16.354,25.51,86.38
2019-04-26 09:00:00,49.93,357.701,16.354,25.51,90.0
2019-04-26 10:00:00,46.94,350.157,16.354,25.51,87.37
2019-04-26 11:00:00,43.96,353.428,16.354,25.51,86.59
2019-04-26 12:00:00,42.16,355.817,16.354,25.51,86.86
2019-04-26 13:00:00,40.35,356.675,16.354,25.51,85.38
2019-04-26 14:00:00,40.51,365.83,16.354,25.51,85.99
2019-04-26 15:00:00,41.46,378.854,16.354,25.51,85.86
2019-04-26 16:00:00,45.72,389.278,16.354,25.51,85.76
2019-04-26 17:00:00,45.0,405.553,16.354,25.51,87.23
2019-04-26 18:00:00,49.06,416.596,16.354,25.51,91.2
2019-04-26 19:00:00,49.66,426.176,16.354,25.51,92.14
2019-04-26 20:00:00,46.41,430.352,16.354,25.51,91.97
2019-04-26 21:00:00,41.97,431.008,16.354,25.51,90.68
2019-04-26 22:00:00,37.05,421.4,16.354,25.51,90.59
2019-04-26 23:00:00,32.02,403.373,16.354,25.51,90.45
2019-04-27 00:00:00,30.1,374.407,16.354,25.51,89.98
2019-04-27 01:00:00,29.05,354.453,16.354,25.51,88.96
2019-04-27 02:00:00,28.04,347.389,16.354,25.51,91.5
2019-04-27 03:00:00,27.43,347.722,16.354,25.51,91.66
2019-04-27 04:00:00,26.76,356.165,16.354,25.51,91.76
2019-04-27 05:00:00,27.02,364.826,16.354,25.51,98.3
2019-04-27 06:00:00,31.99,374.873,16.354,25.51,100.29
2019-04-27 07:00:00,37.22,368.723,16.354,25.51,102.48
2019-04-27 08:00:00,35.41,349.987,16.354,25.51,99.24
2019-04-27 09:00:00,32.69,329.072,16.354,25.51,90.5
2019-04-27 10:00:00,31.99,309.811,16.354,25.51,84.93
2019-04-27 11:00:00,30.48,302.999,16.354,25.51,85.34
2019-04-27 12:00:00,27.9,302.714,16.354,25.51,74.57
2019-04-27 13:00:00,24.95,306.809,16.354,25.51,74.25
2019-04-27 14:00:00,27.82,318.213,16.354,25.51,75.71
2019-04-27 15:00:00,30.98,344.068,16.354,25.51,74.26
2019-04-27 16:00:00,33.1,377.333,16.354,25.51,83.99
2019-04-27 17:00:00,38.02,420.799,16.354,25.51,92.07
2019-04-27 18:00:00,39.92,444.659,16.354,25.51,92.3
2019-04-27 19:00:00,39.25,451.375,16.354,25.51,92.31
2019-04-27 20:00:00,37.63,459.387,16.354,25.51,90.93
2019-04-27 21:00:00,36.36,464.995,16.354,25.51,90.69
2019-04-27 22:00:00,31.57,460.752,16.354,25.51,91.2
2019-04-27 23:00:00,31.24,447.933,16.354,25.51,91.52
2019-04-28 00:00:00,29.05,437.508,16.354,25.51,91.45
2019-04-28 01:00:00,30.0,429.445,16.354,25.51,91.33
2019-04-28 02:00:00,29.0,420.012,16.354,25.51,91.87
2019-04-28 03:00:00,29.53,418.056,16.354,25.51,92.18
2019-04-28 04:00:00,29.96,434.216,16.354,25.51,92.17
2019-04-28 05:00:00,30.71,448.252,16.354,25.51,101.41
2019-04-28 06:00:00,31.66,448.701,16.354,25.51,93.46
2019-04-28 07:00:00,32.05,442.373,16.354,25.51,114.52
2019-04-28 08:00:00,34.41,420.476,16.354,25.51,112.89
2019-04-28 09:00:00,34.48,405.66,16.354,25.51,104.81
2019-04-28 10:00:00,35.53,390.6,16.354,25.51,102.44
2019-04-28 11:00:00,32.6,376.631,16.354,25.51,102.79
2019-04-28 12:00:00,31.44,369.061,16.354,25.51,105.23
2019-04-28 13:00:00,30.4,375.129,16.354,25.51,111.8
2019-04-28 14:00:00,29.77,386.465,16.354,25.51,116.01
2019-04-28 15:00:00,31.74,404.512,16.354,25.51,114.87
2019-04-28 16:00:00,35.51,440.515,16.354,25.51,115.18
2019-04-28 17:00:00,41.68,488.311,16.354,25.51,114.5
2019-04-28 18:00:00,45.32,526.981,16.354,25.51,109.15
2019-04-28 19:00:00,47.75,540.511,16.354,25.51,106.16
2019-04-28 20:00:00,46.07,543.342,16.354,25.51,105.93
2019-04-28 21:00:00,47.76,556.75,16.354,25.51,105.26
2019-04-28 22:00:00,44.56,550.442,16.354,25.51,104.97
2019-04-28 23:00:00,38.53,544.896,16.354,25.51,105.2
2019-04-29 00:00:00,36.22,528.784,16.354,25.51,104.95
2019-04-29 01:00:00,35.57,513.943,16.354,25.51,110.92
2019-04-29 02:00:00,35.01,504.549,16.354,25.51,113.28
2019-04-29 03:00:00,34.18,506.672,16.354,25.51,115.18
2019-04-29 04:00:00,36.57,514.066,16.354,25.51,131.52
2019-04-29 05:00:00,46.82,503.24,16.354,25.51,138.96
2019-04-29 06:00:00,52.77,464.348,16.354,25.51,133.83
2019-04-29 07:00:00,56.71,439.775,16.354,25.51,127.5
2019-04-29 08:00:00,51.3,421.151,16.354,25.51,115.52
2019-04-29 09:00:00,46.99,402.542,16.354,25.51,108.12
2019-04-29 10:00:00,45.61,390.871,16.354,25.51,103.09
2019-04-29 11:00:00,44.06,383.115,16.354,25.51,96.7
2019-04-29 12:00:00,43.0,382.625,16.354,25.51,82.12
2019-04-29 13:00:00,40.67,387.005,16.354,25.51,76.61
2019-04-29 14:00:00,39.41,390.096,16.354,25.51,72.58
2019-04-29 15:00:00,39.9,397.912,16.354,25.51,75.99
2019-04-29 16:00:00,42.4,409.06,16.354,25.51,86.84
2019-04-29 17:00:00,44.97,425.052,16.354,25.51,90.75
2019-04-29 18:00:00,47.08,439.252,16.354,25.51,92.09
2019-04-29 19:00:00,47.81,450.43,16.354,25.51,92.15
2019-04-29 20:00:00,46.81,459.827,16.354,25.51,99.67
2019-04-29 21:00:00,44.86,473.968,16.354,25.51,103.58
2019-04-29 22:00:00,38.43,481.607,16.354,25.51,103.87
2019-04-29 23:00:00,34.0,483.247,16.354,25.51,105.16
2019-04-30 00:00:00,36.07,486.519,16.354,25.51,108.88
2019-04-30 01:00:00,35.0,485.991,16.354,25.51,122.82
2019-04-30 02:00:00,35.24,482.59,16.354,25.51,124.42
2019-04-30 03:00:00,34.44,483.707,16.354,25.51,129.4
2019-04-30 04:00:00,37.04,495.683,16.354,25.51,129.24
2019-04-30 05:00:00,45.62,489.879,16.354,25.51,102.85
2019-04-30 06:00:00,52.14,463.664,16.354,25.51,103.87
2019-04-30 07:00:00,60.0,444.624,16.354,25.51,89.94
2019-04-30 08:00:00,51.47,424.09,16.354,25.51,64.56
2019-04-30 09:00:00,47.43,399.582,16.354,25.51,68.73
2019-04-30 10:00:00,44.85,372.853,16.354,25.51,70.47
2019-04-30 11:00:00,40.85,354.102,16.354,25.51,76.58
2019-04-30 12:00:00,36.49,343.526,16.354,25.51,77.82
2019-04-30 13:00:00,34.98,339.997,16.354,25.51,76.63
2019-04-30 14:00:00,34.94,350.791,16.354,25.51,75.33
2019-04-30 15:00:00,35.34,372.958,16.354,25.51,77.77
2019-04-30 16:00:00,41.3,406.502,16.354,25.51,84.86
2019-04-30 17:00:00,47.09,447.969,16.354,25.51,92.58
2019-04-30 18:00:00,54.4,486.77,16.354,25.51,102.89
2019-04-30 19:00:00,51.76,502.025,16.354,25.51,103.37
2019-04-30 20:00:00,48.71,499.935,16.354,25.51,102.05
2019-04-30 21:00:00,46.28,480.975,16.354,25.51,100.86
2019-04-30 22:00:00,43.41,469.867,16.354,25.51,91.74
2019-04-30 23:00:00,38.0,457.78,16.354,25.51,84.06
2019-05-01 00:00:00,35.2,458.146,15.508,25.53,84.33
2019-05-01 01:00:00,32.64,462.424,15.508,25.53,85.32
2019-05-01 02:00:00,31.16,459.862,15.508,25.53,88.34
2019-05-01 03:00:00,29.56,442.01,15.508,25.53,95.91
2019-05-01 04:00:00,29.72,428.015,15.508,25.53,104.27
2019-05-01 05:00:00,27.51,391.803,15.508,25.53,117.99
2019-05-01 06:00:00,27.6,359.529,15.508,25.53,123.07
2019-05-01 07:00:00,30.9,329.416,15.508,25.53,123.09
2019-05-01 08:00:00,29.4,296.793,15.508,25.53,122.82
2019-05-01 09:00:00,28.88,269.459,15.508,25.53,122.94
2019-05-01 10:00:00,28.65,241.957,15.508,25.53,119.22
2019-05-01 11:00:00,21.12,223.954,15.508,25.53,122.43
2019-05-01 12:00:00,4.9,214.496,15.508,25.53,125.56
2019-05-01 13:00:00,-2.46,208.808,15.508,25.53,127.06
2019-05-01 14:00:00,-2.82,213.487,15.508,25.53,126.57
2019-05-01 15:00:00,1.98,225.845,15.508,25.53,126.84
2019-05-01 16:00:00,19.61,251.885,15.508,25.53,129.97
2019-05-01 17:00:00,29.65,306.749,15.508,25.53,131.5
2019-05-01 18:00:00,34.51,357.201,15.508,25.53,131.19
2019-05-01 19:00:00,37.25,394.478,15.508,25.53,127.13
2019-05-01 20:00:00,33.2,394.685,15.508,25.53,115.77
2019-05-01 21:00:00,35.18,391.836,15.508,25.53,108.82
